intervention_id,student_id,intervention_type,semester,triggered_by,completed,outcome_next_semester
INT0000353,STU000411,Financial Aid Counseling,Spring 2022,GPA drop,True,Withdrew
INT0000354,STU000413,Advising,Fall 2020,aid gap,True,Enrolled
INT0000355,STU000413,Financial Aid Counseling,Spring 2020,withdrawal risk,True,Enrolled
INT0000356,STU000413,Peer Mentoring,Fall 2021,GPA drop,True,Enrolled
INT0000357,STU000414,Peer Mentoring,Spring 2022,withdrawal risk,True,Withdrew
INT0000358,STU000414,Peer Mentoring,Spring 2022,gateway course failure,True,Withdrew
INT0000359,STU000415,Tutoring,Fall 2021,gateway course failure,False,Withdrew
INT0000360,STU000416,Financial Aid Counseling,Fall 2022,aid gap,True,Enrolled
INT0000361,STU000417,Peer Mentoring,Fall 2020,withdrawal risk,True,Enrolled
INT0000362,STU000423,Tutoring,Spring 2021,GPA drop,True,Graduated
INT0000363,STU000426,Tutoring,Spring 2024,GPA drop,True,Enrolled
INT0000364,STU000426,Peer Mentoring,Spring 2024,GPA drop,True,Enrolled
INT0000365,STU000427,Financial Aid Counseling,Fall 2018,withdrawal risk,True,Withdrew
INT0000366,STU000428,AI Guide,Spring 2021,aid gap,True,Enrolled
INT0000367,STU000428,Advising,Spring 2022,aid gap,True,Withdrew
INT0000368,STU000428,AI Guide,Spring 2021,aid gap,True,Enrolled
INT0000369,STU000434,Advising,Spring 2018,GPA drop,False,Enrolled
INT0000370,STU000434,Peer Mentoring,Spring 2018,aid gap,True,Enrolled
INT0000371,STU000434,Tutoring,Spring 2019,aid gap,True,Withdrew
INT0000372,STU000435,Advising,Fall 2018,aid gap,True,Enrolled
INT0000373,STU000436,Tutoring,Spring 2022,gateway course failure,True,Withdrew
INT0000374,STU000436,AI Guide,Spring 2022,gateway course failure,True,Withdrew
INT0000375,STU000437,Peer Mentoring,Fall 2022,GPA drop,True,Enrolled
INT0000376,STU000438,Tutoring,Fall 2020,withdrawal risk,True,Withdrew
INT0000377,STU000443,Financial Aid Counseling,Fall 2021,gateway course failure,True,Withdrew
INT0000378,STU000443,AI Guide,Fall 2021,aid gap,True,Withdrew
INT0000379,STU000445,AI Guide,Spring 2018,GPA drop,False,Enrolled
INT0000380,STU000445,Tutoring,Spring 2018,withdrawal risk,True,Enrolled
INT0000381,STU000447,Advising,Fall 2020,withdrawal risk,True,Enrolled
INT0000382,STU000449,Financial Aid Counseling,Fall 2022,withdrawal risk,False,Withdrew
INT0000383,STU000449,Advising,Spring 2022,GPA drop,True,Withdrew
INT0000384,STU000451,Tutoring,Fall 2018,GPA drop,True,Withdrew
INT0000385,STU000451,AI Guide,Fall 2018,gateway course failure,True,Withdrew
INT0000386,STU000451,Tutoring,Fall 2018,aid gap,True,Withdrew
INT0000387,STU000452,Advising,Spring 2019,withdrawal risk,False,Graduated
INT0000388,STU000455,AI Guide,Fall 2019,withdrawal risk,True,Withdrew
INT0000389,STU000455,Financial Aid Counseling,Spring 2018,withdrawal risk,False,Enrolled
INT0000390,STU000456,AI Guide,Fall 2019,withdrawal risk,True,Withdrew
INT0000391,STU000456,Peer Mentoring,Fall 2018,gateway course failure,False,Enrolled
INT0000392,STU000457,Financial Aid Counseling,Fall 2021,withdrawal risk,True,Enrolled
INT0000393,STU000457,Tutoring,Fall 2021,aid gap,True,Enrolled
INT0000394,STU000458,Peer Mentoring,Fall 2022,GPA drop,True,Enrolled
INT0000395,STU000461,Tutoring,Fall 2019,aid gap,True,Withdrew
INT0000396,STU000462,Financial Aid Counseling,Spring 2019,withdrawal risk,False,Enrolled
INT0000397,STU000462,Financial Aid Counseling,Fall 2019,aid gap,True,Enrolled
INT0000398,STU000463,Advising,Spring 2018,withdrawal risk,False,Withdrew
INT0000399,STU000463,Financial Aid Counseling,Spring 2018,withdrawal risk,True,Withdrew
INT0000400,STU000465,Advising,Fall 2022,GPA drop,True,Enrolled
INT0000401,STU000468,Tutoring,Spring 2019,aid gap,True,Withdrew
INT0000402,STU000473,Peer Mentoring,Spring 2021,gateway course failure,False,Withdrew
INT0000403,STU000473,Tutoring,Spring 2022,aid gap,True,Withdrew
INT0000404,STU000474,AI Guide,Spring 2023,GPA drop,True,Graduated
INT0000405,STU000474,Peer Mentoring,Fall 2023,gateway course failure,True,Enrolled
INT0000406,STU000475,Tutoring,Fall 2018,gateway course failure,False,Withdrew
INT0000407,STU000476,Financial Aid Counseling,Fall 2022,GPA drop,False,Enrolled
INT0000408,STU000477,Advising,Fall 2018,GPA drop,True,Enrolled
INT0000409,STU000477,Tutoring,Fall 2018,GPA drop,True,Enrolled
INT0000410,STU000477,Peer Mentoring,Spring 2018,withdrawal risk,True,Graduated
INT0000411,STU000479,Financial Aid Counseling,Fall 2021,gateway course failure,False,Withdrew
INT0000412,STU000479,AI Guide,Fall 2021,aid gap,True,Withdrew
INT0000413,STU000479,Advising,Fall 2021,aid gap,False,Withdrew
INT0000414,STU000480,Financial Aid Counseling,Fall 2021,aid gap,True,Enrolled
INT0000415,STU000480,Peer Mentoring,Fall 2020,withdrawal risk,True,Enrolled
INT0000416,STU000484,Tutoring,Fall 2023,aid gap,False,Enrolled
INT0000417,STU000486,Financial Aid Counseling,Fall 2025,withdrawal risk,True,Graduated
INT0000418,STU000491,Tutoring,Fall 2020,withdrawal risk,False,Withdrew
INT0000419,STU000491,Tutoring,Fall 2020,aid gap,False,Withdrew
INT0000420,STU000491,Advising,Fall 2020,GPA drop,True,Withdrew
INT0000421,STU000496,Advising,Fall 2021,gateway course failure,True,Enrolled
INT0000422,STU000505,Peer Mentoring,Fall 2022,aid gap,False,Withdrew
INT0000423,STU000505,Advising,Fall 2022,gateway course failure,True,Withdrew
INT0000424,STU000509,Financial Aid Counseling,Spring 2023,GPA drop,False,Withdrew
INT0000425,STU000509,Advising,Fall 2020,gateway course failure,False,Enrolled
INT0000426,STU000509,Advising,Spring 2024,gateway course failure,True,Enrolled
INT0000427,STU000510,AI Guide,Fall 2018,GPA drop,True,Withdrew
INT0000428,STU000513,AI Guide,Spring 2023,withdrawal risk,True,Enrolled
INT0000429,STU000513,Financial Aid Counseling,Fall 2024,gateway course failure,True,Enrolled
INT0000430,STU000513,Peer Mentoring,Fall 2023,GPA drop,True,Enrolled
INT0000431,STU000515,Advising,Fall 2024,withdrawal risk,False,Enrolled
INT0000432,STU000515,Tutoring,Fall 2024,withdrawal risk,True,Enrolled
INT0000433,STU000515,Financial Aid Counseling,Fall 2023,aid gap,True,Enrolled
INT0000434,STU000516,AI Guide,Fall 2019,withdrawal risk,True,Enrolled
INT0000435,STU000516,Financial Aid Counseling,Spring 2019,GPA drop,True,Enrolled
INT0000436,STU000517,Tutoring,Fall 2021,gateway course failure,True,Enrolled
INT0000437,STU000517,Advising,Spring 2022,gateway course failure,True,Enrolled
INT0000438,STU000518,Tutoring,Fall 2024,GPA drop,True,Enrolled
INT0000439,STU000518,Tutoring,Spring 2022,aid gap,True,Enrolled
INT0000440,STU000518,AI Guide,Spring 2022,withdrawal risk,True,Enrolled
INT0000441,STU000519,Peer Mentoring,Fall 2022,GPA drop,True,Enrolled
INT0000442,STU000519,AI Guide,Fall 2023,aid gap,False,Enrolled
INT0000443,STU000519,AI Guide,Fall 2023,GPA drop,True,Enrolled
INT0000444,STU000522,Peer Mentoring,Fall 2019,withdrawal risk,True,Enrolled
INT0000445,STU000526,Peer Mentoring,Fall 2022,gateway course failure,False,Enrolled
INT0000446,STU000526,Tutoring,Spring 2022,aid gap,False,Graduated
INT0000447,STU000526,AI Guide,Fall 2022,gateway course failure,True,Enrolled
INT0000448,STU000529,Peer Mentoring,Fall 2020,gateway course failure,True,Withdrew
INT0000449,STU000530,AI Guide,Spring 2021,gateway course failure,True,Withdrew
INT0000450,STU000530,AI Guide,Spring 2023,GPA drop,True,Enrolled
INT0000451,STU000530,Advising,Spring 2021,withdrawal risk,True,Withdrew
INT0000452,STU000535,Advising,Spring 2024,GPA drop,True,Enrolled
INT0000453,STU000537,Advising,Spring 2020,gateway course failure,True,Withdrew
INT0000454,STU000538,AI Guide,Spring 2019,aid gap,True,Graduated
INT0000455,STU000538,Peer Mentoring,Fall 2018,aid gap,False,Enrolled
INT0000456,STU000539,Financial Aid Counseling,Fall 2020,withdrawal risk,False,Enrolled
INT0000457,STU000539,Tutoring,Fall 2020,gateway course failure,True,Enrolled
INT0000458,STU000539,Financial Aid Counseling,Spring 2020,aid gap,True,Graduated
INT0000459,STU000540,AI Guide,Fall 2022,gateway course failure,True,Enrolled
INT0000460,STU000543,Tutoring,Fall 2021,withdrawal risk,True,Enrolled
INT0000461,STU000543,Financial Aid Counseling,Fall 2021,aid gap,False,Enrolled
INT0000462,STU000543,AI Guide,Fall 2021,aid gap,True,Enrolled
INT0000463,STU000546,Peer Mentoring,Fall 2019,withdrawal risk,True,Enrolled
INT0000464,STU000546,Peer Mentoring,Fall 2019,withdrawal risk,True,Enrolled
INT0000465,STU000546,Tutoring,Spring 2019,withdrawal risk,False,Graduated
INT0000466,STU000551,Tutoring,Fall 2020,aid gap,True,Enrolled
INT0000467,STU000551,Financial Aid Counseling,Spring 2021,aid gap,True,Graduated
INT0000468,STU000552,Peer Mentoring,Fall 2024,gateway course failure,True,Enrolled
INT0000469,STU000554,Financial Aid Counseling,Spring 2019,GPA drop,False,Withdrew
INT0000470,STU000555,Financial Aid Counseling,Spring 2019,aid gap,False,Enrolled
INT0000471,STU000557,Tutoring,Fall 2020,GPA drop,True,Enrolled
INT0000472,STU000560,Advising,Spring 2022,withdrawal risk,True,Graduated
INT0000473,STU000560,Peer Mentoring,Spring 2021,aid gap,True,Withdrew
INT0000474,STU000560,Tutoring,Fall 2022,aid gap,True,Enrolled
INT0000475,STU000562,Peer Mentoring,Spring 2025,gateway course failure,False,Graduated
INT0000476,STU000565,Tutoring,Spring 2022,aid gap,True,Graduated
INT0000477,STU000569,AI Guide,Spring 2018,gateway course failure,True,Withdrew
INT0000478,STU000572,Advising,Fall 2021,aid gap,True,Enrolled
INT0000479,STU000574,Financial Aid Counseling,Fall 2019,GPA drop,False,Withdrew
INT0000480,STU000578,AI Guide,Fall 2022,withdrawal risk,True,Enrolled
INT0000481,STU000580,Tutoring,Fall 2020,gateway course failure,False,Withdrew
INT0000482,STU000580,Financial Aid Counseling,Fall 2020,gateway course failure,False,Withdrew
INT0000483,STU000581,AI Guide,Spring 2023,gateway course failure,True,Graduated
INT0000484,STU000581,Peer Mentoring,Fall 2022,aid gap,True,Withdrew
INT0000485,STU000582,AI Guide,Fall 2021,aid gap,True,Withdrew
INT0000486,STU000583,Tutoring,Fall 2018,gateway course failure,False,Enrolled
INT0000487,STU000583,Peer Mentoring,Spring 2019,withdrawal risk,True,Withdrew
INT0000488,STU000583,Peer Mentoring,Spring 2018,gateway course failure,True,Enrolled
INT0000489,STU000585,Tutoring,Fall 2020,withdrawal risk,True,Enrolled
INT0000490,STU000585,Tutoring,Spring 2020,gateway course failure,True,Enrolled
INT0000491,STU000587,Advising,Spring 2021,withdrawal risk,True,Graduated
INT0000492,STU000587,Advising,Fall 2020,aid gap,True,Withdrew
INT0000493,STU000588,AI Guide,Spring 2020,withdrawal risk,False,Withdrew
INT0000494,STU000588,AI Guide,Fall 2020,gateway course failure,True,Enrolled
INT0000495,STU000588,Peer Mentoring,Fall 2020,gateway course failure,False,Enrolled
INT0000496,STU000595,Peer Mentoring,Fall 2020,gateway course failure,True,Enrolled
INT0000497,STU000599,Financial Aid Counseling,Spring 2018,withdrawal risk,True,Withdrew
INT0000498,STU000601,AI Guide,Spring 2019,GPA drop,True,Withdrew
INT0000499,STU000601,Peer Mentoring,Spring 2019,withdrawal risk,True,Withdrew
INT0000500,STU000603,Financial Aid Counseling,Spring 2022,aid gap,True,Enrolled
INT0000501,STU000603,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0000502,STU000603,Peer Mentoring,Fall 2020,aid gap,True,Enrolled
INT0000503,STU000607,Peer Mentoring,Spring 2021,aid gap,True,Withdrew
INT0000504,STU000607,Tutoring,Spring 2021,aid gap,True,Withdrew
INT0000505,STU000607,AI Guide,Fall 2020,gateway course failure,True,Enrolled
INT0000506,STU000609,Advising,Fall 2018,GPA drop,True,Withdrew
INT0000507,STU000609,Tutoring,Fall 2018,GPA drop,True,Withdrew
INT0000508,STU000611,Advising,Fall 2022,gateway course failure,True,Enrolled
INT0000509,STU000612,AI Guide,Spring 2025,withdrawal risk,True,Graduated
INT0000510,STU000612,Peer Mentoring,Spring 2025,aid gap,True,Graduated
INT0000511,STU000615,Advising,Fall 2020,withdrawal risk,True,Enrolled
INT0000512,STU000615,Tutoring,Spring 2020,aid gap,False,Enrolled
INT0000513,STU000617,Financial Aid Counseling,Fall 2019,GPA drop,True,Enrolled
INT0000514,STU000618,Tutoring,Fall 2019,GPA drop,True,Enrolled
INT0000515,STU000618,Financial Aid Counseling,Spring 2020,GPA drop,True,Enrolled
INT0000516,STU000619,Advising,Spring 2018,withdrawal risk,True,Graduated
INT0000517,STU000620,AI Guide,Fall 2020,GPA drop,True,Withdrew
INT0000518,STU000625,Tutoring,Fall 2019,withdrawal risk,True,Enrolled
INT0000519,STU000625,AI Guide,Fall 2019,aid gap,True,Enrolled
INT0000520,STU000625,Financial Aid Counseling,Fall 2018,aid gap,True,Enrolled
INT0000521,STU000626,Tutoring,Spring 2020,gateway course failure,False,Enrolled
INT0000522,STU000626,AI Guide,Fall 2020,gateway course failure,False,Enrolled
INT0000523,STU000626,Tutoring,Spring 2022,aid gap,False,Withdrew
INT0000524,STU000629,Financial Aid Counseling,Spring 2018,withdrawal risk,True,Graduated
INT0000525,STU000629,Financial Aid Counseling,Fall 2018,GPA drop,True,Enrolled
INT0000526,STU000629,Tutoring,Spring 2018,aid gap,True,Graduated
INT0000527,STU000630,Tutoring,Fall 2020,aid gap,True,Withdrew
INT0000528,STU000632,Financial Aid Counseling,Fall 2018,gateway course failure,False,Withdrew
INT0000529,STU000632,Peer Mentoring,Fall 2018,withdrawal risk,True,Withdrew
INT0000530,STU000634,Peer Mentoring,Spring 2023,gateway course failure,True,Graduated
INT0000531,STU000636,Tutoring,Fall 2020,withdrawal risk,True,Enrolled
INT0000532,STU000636,Advising,Fall 2020,gateway course failure,False,Enrolled
INT0000533,STU000639,Advising,Spring 2019,aid gap,True,Graduated
INT0000534,STU000640,AI Guide,Fall 2018,aid gap,False,Withdrew
INT0000535,STU000640,Financial Aid Counseling,Spring 2018,withdrawal risk,True,Withdrew
INT0000536,STU000646,Tutoring,Fall 2019,withdrawal risk,True,Withdrew
INT0000537,STU000649,Peer Mentoring,Spring 2022,aid gap,True,Graduated
INT0000538,STU000649,Advising,Spring 2021,aid gap,True,Enrolled
INT0000539,STU000652,Financial Aid Counseling,Fall 2021,aid gap,False,Withdrew
INT0000540,STU000652,Advising,Fall 2021,withdrawal risk,True,Withdrew
INT0000541,STU000657,AI Guide,Spring 2022,aid gap,True,Graduated
INT0000542,STU000657,Peer Mentoring,Spring 2021,withdrawal risk,True,Withdrew
INT0000543,STU000659,Tutoring,Fall 2025,GPA drop,False,Enrolled
INT0000544,STU000659,Advising,Spring 2025,withdrawal risk,True,Withdrew
INT0000545,STU000665,AI Guide,Fall 2020,withdrawal risk,True,Enrolled
INT0000546,STU000665,AI Guide,Fall 2020,gateway course failure,True,Enrolled
INT0000547,STU000672,Tutoring,Spring 2020,aid gap,True,Withdrew
INT0000548,STU000672,Tutoring,Spring 2025,gateway course failure,True,Enrolled
INT0000549,STU000674,Advising,Fall 2021,aid gap,True,Enrolled
INT0000550,STU000674,Peer Mentoring,Spring 2022,withdrawal risk,True,Enrolled
INT0000551,STU000674,Tutoring,Spring 2020,GPA drop,False,Withdrew
INT0000552,STU000682,Tutoring,Fall 2021,withdrawal risk,False,Withdrew
INT0000553,STU000682,Tutoring,Fall 2021,withdrawal risk,True,Withdrew
INT0000554,STU000682,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0000555,STU000683,Advising,Fall 2024,aid gap,True,Graduated
INT0000556,STU000683,Tutoring,Spring 2022,aid gap,True,Enrolled
INT0000557,STU000683,Tutoring,Fall 2020,gateway course failure,True,Enrolled
INT0000558,STU000693,AI Guide,Fall 2019,withdrawal risk,True,Enrolled
INT0000559,STU000695,Tutoring,Fall 2018,gateway course failure,True,Enrolled
INT0000560,STU000695,Tutoring,Fall 2018,aid gap,True,Enrolled
INT0000561,STU000696,Peer Mentoring,Fall 2018,gateway course failure,True,Enrolled
INT0000562,STU000696,AI Guide,Fall 2018,GPA drop,True,Enrolled
INT0000563,STU000696,Financial Aid Counseling,Spring 2018,GPA drop,True,Withdrew
INT0000564,STU000704,AI Guide,Spring 2018,withdrawal risk,False,Withdrew
INT0000565,STU000704,Tutoring,Spring 2019,gateway course failure,True,Enrolled
INT0000566,STU000704,Advising,Spring 2020,aid gap,True,Enrolled
INT0000567,STU000708,Peer Mentoring,Fall 2022,GPA drop,True,Enrolled
INT0000568,STU000708,AI Guide,Spring 2021,withdrawal risk,True,Enrolled
INT0000569,STU000708,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0000570,STU000711,Peer Mentoring,Spring 2022,GPA drop,True,Enrolled
INT0000571,STU000711,AI Guide,Spring 2021,GPA drop,True,Enrolled
INT0000572,STU000711,Tutoring,Spring 2024,gateway course failure,True,Graduated
INT0000573,STU000712,Advising,Spring 2019,withdrawal risk,True,Enrolled
INT0000574,STU000712,Advising,Spring 2022,withdrawal risk,True,Enrolled
INT0000575,STU000712,AI Guide,Spring 2022,GPA drop,True,Enrolled
INT0000576,STU000713,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0000577,STU000713,Peer Mentoring,Spring 2019,gateway course failure,True,Enrolled
INT0000578,STU000713,Advising,Spring 2019,gateway course failure,True,Enrolled
INT0000579,STU000715,AI Guide,Spring 2020,withdrawal risk,False,Withdrew
INT0000580,STU000715,AI Guide,Spring 2020,withdrawal risk,False,Withdrew
INT0000581,STU000716,Financial Aid Counseling,Spring 2020,gateway course failure,False,Withdrew
INT0000582,STU000724,Advising,Spring 2022,gateway course failure,True,Enrolled
INT0000583,STU000724,Tutoring,Fall 2022,aid gap,True,Withdrew
INT0000584,STU000725,Tutoring,Spring 2020,withdrawal risk,True,Withdrew
INT0000585,STU000726,Advising,Fall 2019,gateway course failure,True,Withdrew
INT0000586,STU000728,Peer Mentoring,Fall 2019,aid gap,True,Enrolled
INT0000587,STU000728,Tutoring,Fall 2019,GPA drop,True,Enrolled
INT0000588,STU000732,AI Guide,Fall 2021,GPA drop,True,Withdrew
INT0000589,STU000736,Peer Mentoring,Fall 2025,GPA drop,True,Enrolled
INT0000590,STU000736,Advising,Fall 2022,aid gap,False,Withdrew
INT0000591,STU000739,Advising,Fall 2022,gateway course failure,False,Enrolled
INT0000592,STU000741,AI Guide,Spring 2021,withdrawal risk,True,Withdrew
INT0000593,STU000743,AI Guide,Spring 2022,withdrawal risk,True,Withdrew
INT0000594,STU000750,Advising,Fall 2019,GPA drop,False,Withdrew
INT0000595,STU000750,AI Guide,Fall 2019,withdrawal risk,True,Withdrew
INT0000596,STU000756,Peer Mentoring,Fall 2020,GPA drop,True,Enrolled
INT0000597,STU000756,Financial Aid Counseling,Spring 2019,GPA drop,True,Enrolled
INT0000598,STU000756,Advising,Fall 2018,GPA drop,True,Enrolled
INT0000599,STU000762,AI Guide,Fall 2022,gateway course failure,True,Withdrew
INT0000600,STU000762,AI Guide,Fall 2022,GPA drop,True,Withdrew
INT0000601,STU000766,Financial Aid Counseling,Fall 2024,gateway course failure,False,Enrolled
INT0000602,STU000766,Advising,Fall 2022,GPA drop,True,Enrolled
INT0000603,STU000766,Advising,Fall 2025,gateway course failure,True,Enrolled
INT0000604,STU000768,Advising,Spring 2021,aid gap,True,Enrolled
INT0000605,STU000769,Advising,Fall 2021,GPA drop,True,Enrolled
INT0000606,STU000769,Advising,Spring 2020,GPA drop,True,Enrolled
INT0000607,STU000769,Advising,Spring 2020,gateway course failure,True,Enrolled
INT0000608,STU000771,Peer Mentoring,Fall 2020,aid gap,False,Withdrew
INT0000609,STU000773,AI Guide,Fall 2020,aid gap,False,Withdrew
INT0000610,STU000775,Peer Mentoring,Spring 2018,gateway course failure,True,Withdrew
INT0000611,STU000780,AI Guide,Spring 2019,aid gap,True,Graduated
INT0000612,STU000780,Tutoring,Spring 2019,aid gap,True,Graduated
INT0000613,STU000780,Peer Mentoring,Spring 2019,withdrawal risk,False,Graduated
INT0000614,STU000781,Tutoring,Fall 2021,GPA drop,True,Withdrew
INT0000615,STU000781,Peer Mentoring,Spring 2022,gateway course failure,True,Graduated
